#  time               r              phi             Phi             Pi            delta              A            Ricci
1.6297011890    1.1309733553   -0.0083102276    0.0395027831   -0.0293284231   -8.8938048184    0.9724419474  -11.9994768411
1.6297011890    1.2723450247   -0.0031583103    0.0296879594   -0.0052069959   -8.8938833262    0.9913627959  -11.9998136577
1.6297011890    1.4137166941   -0.0004480966    0.0090870968   -0.0001741317   -8.8938972596    0.9987373307  -11.9999951619
1.6493361431    0.1413716694    1.7673709569   -8.5049572782   -3.7783263117   -0.5946857684    0.6370400474   72.9970788064
1.6493361431    0.2827433388    0.1359271670   -9.2029727230   -9.4590593589   -8.6472993352    0.0299023229  -12.1896609358
1.6493361431    0.4241150082   -0.0187160939   -0.1206353789   -0.3910114414   -8.9684473877    0.4228313589  -12.0957743515
1.6493361431    0.5654866776   -0.0246560172    0.0000176531   -0.2059015040   -8.9731970365    0.6456444640  -12.0365952874
1.6493361431    0.7068583471   -0.0227076773    0.0222558474   -0.1419382453   -8.9751730591    0.7853092727  -12.0157838020
1.6493361431    0.8482300165   -0.0190904482    0.0280497239   -0.1036059849   -8.9762742523    0.8770058397  -12.0061727590
1.6493361431    0.9896016859   -0.0146477386    0.0361321206   -0.0652182639   -8.9768452926    0.9364418155  -12.0008059658
1.6493361431    1.1309733553   -0.0088202781    0.0441487162   -0.0240288592   -8.9770746141    0.9724578964  -11.9992051551
1.6493361431    1.2723450247   -0.0032388394    0.0311410274   -0.0030841273   -8.9771591003    0.9913641546  -11.9997934274
1.6493361431    1.4137166941   -0.0004488619    0.0091538917    0.0000904887   -8.9771738498    0.9987373321  -11.9999950985
1.6689710972    0.1413716694    1.7673605707   -8.5049953734   -3.7788336822   -0.5947275717    0.6370243444   72.9911658885
1.6689710972    0.2827433388    0.1319360299   -9.3795041958   -9.6434561491   -8.7276254497    0.0293366382  -12.2020476581
1.6689710972    0.4241150082   -0.0219071862   -0.1145519759   -0.3837286192   -9.0521365531    0.4227119685  -12.0922707914
1.6689710972    0.5654866776   -0.0272291781    0.0033426745   -0.2012553015   -9.0566780154    0.6456467561  -12.0343096703
1.6689710972    0.7068583471   -0.0248656366    0.0249879337   -0.1382243263   -9.0585669113    0.7853486654  -12.0143118389
1.6689710972    0.8482300165   -0.0208415940    0.0313307726   -0.0996981954   -9.0596170901    0.8770509620  -12.0051345250
1.6689710972    0.9896016859   -0.0157936203    0.0414388597   -0.0592362277   -9.0601539090    0.9364799090  -12.0000137955
1.6689710972    1.1309733553   -0.0092278071    0.0484586042   -0.0186170281   -9.0603799706    0.9724720013  -11.9989536211
1.6689710972    1.2723450247   -0.0032794957    0.0321878331   -0.0011179924   -9.0604711729    0.9913648657  -11.9997795866
1.6689710972    1.4137166941   -0.0004447668    0.0091168825    0.0003211822   -9.0604864813    0.9987373198  -11.9999951508
1.6886060513    0.1413716694    1.7673510135   -8.5050304333   -3.7793005062   -0.5947660384    0.6370098951   72.9857251505
1.6886060513    0.2827433388    0.1279569823   -9.5567580969   -9.8281883089   -8.8080323043    0.0287752050  -12.2137491549
1.6886060513    0.4241150082   -0.0250375263   -0.1084530494   -0.3761827907   -9.1358642369    0.4226009059  -12.0885873207
1.6886060513    0.5654866776   -0.0297426250    0.0066537613   -0.1963825211   -9.1401963810    0.6456538540  -12.0319231495
1.6886060513    0.7068583471   -0.0269645246    0.0277341132   -0.1342307660   -9.1419962471    0.7853914307  -12.0127578695
1.6886060513    0.8482300165   -0.0225209492    0.0348327605   -0.0952422884   -9.1429928686    0.8770991760  -12.0039994706
1.6886060513    0.9896016859   -0.0168229625    0.0470001596   -0.0525534902   -9.1434958938    0.9365189244  -11.9991800836
1.6886060513    1.1309733553   -0.0095317845    0.0523474579   -0.0132092131   -9.1437242477    0.9724834486  -11.9987318909
1.6886060513    1.2723450247   -0.0032835625    0.0328415732    0.0006693023   -9.1438223937    0.9913649331  -11.9997720546
1.6886060513    1.4137166941   -0.0004364722    0.0089889190    0.0005186195   -9.1438379828    0.9987372958  -11.9999953014
1.7082410054    0.1413716694    1.7673422196   -8.5050626977   -3.7797300054   -0.5948014328    0.6369966001   72.9807191288
1.7082410054    0.2827433388    0.1239920527   -9.7344976502  -10.0130345927   -8.8885193870    0.0282182380  -12.2247658633
1.7082410054    0.4241150082   -0.0281050163   -0.1023367814   -0.3683809148   -9.2196291324    0.4224980225  -12.0847406720
1.7082410054    0.5654866776   -0.0321934953    0.0099581596   -0.1912849759   -9.2237514004    0.6456655011  -12.0294468673
1.7082410054    0.7068583471   -0.0289999588    0.0305114208   -0.1299494801   -9.2254607646    0.7854372566  -12.0111288793
1.7082410054    0.8482300165   -0.0241185411    0.0386185085   -0.0901774498   -9.2264017755    0.8771500935  -12.0027679326
1.7082410054    0.9896016859   -0.0177234338    0.0527523850   -0.0452370237   -9.2268734842    0.9365574216  -11.9983277294
1.7082410054    1.1309733553   -0.0097333473    0.0557412628   -0.0079150858   -9.2271101460    0.9724915795  -11.9985475719
1.7082410054    1.2723450247   -0.0032546693    0.0331232815    0.0022641414   -9.2272149316    0.9913643958  -11.9997704268
1.7082410054    1.4137166941   -0.0004246179    0.0087827364    0.0006842133   -9.2272305216    0.9987372625  -11.9999955311
1.7278759595    0.1413716694    1.7673341284   -8.5050923875   -3.7801251464   -0.5948339987    0.6369843678   72.9761133184
1.7278759595    0.2827433388    0.1200432648   -9.9126167803  -10.1979039683   -8.9690854071    0.0276659484  -12.2351033252
1.7278759595    0.4241150082   -0.0311076009   -0.0962019341   -0.3603300345   -9.3034292558    0.4224031588  -12.0807475356
1.7278759595    0.5654866776   -0.0345789334    0.0132634515   -0.1859635639   -9.3073416638    0.6456814356  -12.0268918122
1.7278759595    0.7068583471   -0.0309673928    0.0333403309   -0.1253679946   -9.3089594986    0.7854858238  -12.0094312276
1.7278759595    0.8482300165   -0.0256233093    0.0427516135   -0.0844396326   -9.3098434856    0.8772032222  -12.0014420687
1.7278759595    0.9896016859   -0.0184841908    0.0586074719   -0.0373813841   -9.3102887403    0.9365937276  -11.9974829283
1.7278759595    1.1309733553   -0.0098356304    0.0585804892   -0.0028333661   -9.3105396702    0.9724959301  -11.9984058514
1.7278759595    1.2723450247   -0.0031966367    0.0330601034    0.0036603651   -9.3106502897    0.9913633195  -11.9997740593
1.7278759595    1.4137166941   -0.0004098105    0.0085106394    0.0008199054   -9.3106656156    0.9987372222  -11.9999958205
1.7475109136    0.1413716694    1.7673266843   -8.5051197065   -3.7804886610   -0.5948639605    0.6369731138   72.9718759368
1.7475109136    0.2827433388    0.1161125846  -10.0911248998  -10.3828203071   -9.0497284241    0.0271185409  -12.2447717228
1.7475109136    0.4241150082   -0.0340432645   -0.0900466405   -0.3520360902   -9.3872619987    0.4223161449  -12.0766241097
1.7475109136    0.5654866776   -0.0368960790    0.0165776657   -0.1804181677   -9.3909651389    0.6457013893  -12.0242688005
1.7475109136    0.7068583471   -0.0328620381    0.0362461511   -0.1204679384   -9.3924908761    0.7855368033  -12.0076703700
1.7475109136    0.8482300165   -0.0270230979    0.0472908643   -0.0779672096   -9.3933172928    0.8772579108  -12.0000273603
1.7475109136    0.9896016859   -0.0190963672    0.0644563502   -0.0291061471   -9.3937435504    0.9366260062  -11.9966737716
1.7475109136    1.1309733553   -0.0098435243    0.0608224186    0.0019514594   -9.3940141073    0.9724962542  -11.9983093521
1.7475109136    1.2723450247   -0.0031133420    0.0326835799    0.0048580904   -9.3941293291    0.9913617876  -11.9997821545
1.7475109136    1.4137166941   -0.0003926148    0.0081842705    0.0009279876   -9.3941441531    0.9987371771  -11.9999961513
1.7671458676    0.1413716694    1.7673198358   -8.5051448424   -3.7808230650   -0.5948915249    0.6369627604   72.9679777087
1.7671458676    0.2827433388    0.1122018796  -10.2701292814  -10.5679046833   -9.1304459682    0.0265762128  -12.2537852311
1.7671458676    0.4241150082   -0.0369100171   -0.0838670055   -0.3435025708   -9.4711241838    0.4222368000  -12.0723856211
1.7671458676    0.5654866776   -0.0391420551    0.0199094038   -0.1746475358   -9.4746192268    0.6457250875  -12.0215884587
1.7671458676    0.7068583471   -0.0346787601    0.0392607484   -0.1152231547   -9.4760527788    0.7855898531  -12.0058505564
1.7671458676    0.8482300165   -0.0283047581    0.0522834324   -0.0707080744   -9.4768222664    0.8773132838  -11.9985342503
1.7671458676    0.9896016859   -0.0195534947    0.0701743072   -0.0205512274   -9.4772395927    0.9366523613  -11.9959284858
1.7671458676    1.1309733553   -0.0097633812    0.0624422139    0.0063712234   -9.4775340259    0.9724925251  -11.9982582110
1.7671458676    1.2723450247   -0.0030086090    0.0320280432    0.0058624962   -9.4776522982    0.9913598934  -11.9997938374
1.7671458676    1.4137166941   -0.0003735484    0.0078144500    0.0010109549   -9.4776664189    0.9987371292  -11.9999965068
1.7867808217    0.1413716694    1.7673135356   -8.5051679683   -3.7811306755   -0.5949168826    0.6369532360   72.9643916671
1.7867808217    0.2827433388    0.1083128890  -10.4498165572  -10.7533568198   -9.2112351518    0.0260391518  -12.2621612728
1.7867808217    0.4241150082   -0.0397058712   -0.0776561854   -0.3347296669   -9.5550121230    0.4221649324  -12.0680460669
1.7867808217    0.5654866776   -0.0413139533    0.0232679814   -0.1686491431   -9.5583008219    0.6457522475  -12.0188612087
1.7867808217    0.7068583471   -0.0364119430    0.0424244520   -0.1095975792   -9.5596426102    0.7856446118  -12.0039745725
1.7867808217    0.8482300165   -0.0294543810    0.0577575043   -0.0626275511   -9.5603574221    0.8773681706  -11.9969796725
1.7867808217    0.9896016859   -0.0198518225    0.0756277981   -0.0118705027   -9.5607782565    0.9366709645  -11.9952734988
1.7867808217    1.1309733553   -0.0096026921    0.0634327954    0.0103749719   -9.5610992932    0.9724849202  -11.9982503448
1.7867808217    1.2723450247   -0.0028861210    0.0311291918    0.0066826556   -9.5612188671    0.9913577323  -11.9998082213
1.7867808217    1.4137166941   -0.0003530791    0.0074110772    0.0010713897   -9.5612321238    0.9987370804  -11.9999968727
1.8064157758    0.1413716694    1.7673077401   -8.5051892437   -3.7814136265   -0.5949402089    0.6369444747   72.9610929715
1.8064157758    0.2827433388    0.1044472037  -10.6304345382  -10.9394368758   -9.2920927672    0.0255075360  -12.2699197442
1.8064157758    0.4241150082   -0.0424288160   -0.0714045237   -0.3257144867   -9.6389216742    0.4221003393  -12.0636183666
1.8064157758    0.5654866776   -0.0434088183    0.0266636045   -0.1624190109   -9.6420063709    0.6457825777  -12.0160972493
1.8064157758    0.7068583471   -0.0380553222    0.0457878039   -0.1035432122   -9.6432573711    0.7857006877  -12.0020436464
1.8064157758    0.8482300165   -0.0304576690    0.0637152339   -0.0537162389   -9.6439218934    0.8774210422  -11.9953881831
1.8064157758    0.9896016859   -0.0199905068    0.0806820497   -0.0032243553   -9.6443605352    0.9366801938  -11.9947315546
1.8064157758    1.1309733553   -0.0093697585    0.0638036950    0.0139287805   -9.6447091094    0.9724737908  -11.9982818522
1.8064157758    1.2723450247   -0.0027493553    0.0300228816    0.0073304685   -9.6448281636    0.9913553965  -11.9998244582
1.8064157758    1.4137166941   -0.0003316236    0.0069830790    0.0011118708   -9.6448404382    0.9987370320  -11.9999972369
1.8260507299    0.1413716694    1.7673024091   -8.5052088154   -3.7816738832   -0.5949616656    0.6369364157   72.9580587403
1.8260507299    0.2827433388    0.1006062558  -10.8122752175  -11.1264484369   -9.3730153738    0.0249815332  -12.2770822685
1.8260507299    0.4241150082   -0.0450767982   -0.0651009324   -0.3164524968   -9.7228482983    0.4220428071  -12.0591149486
1.8260507299    0.5654866776   -0.0454236288    0.0301076306   -0.1559514322   -9.7257319315    0.6458157761  -12.0133065204
1.8260507299    0.7068583471   -0.0396017896    0.0494126596   -0.0969986947   -9.7268937438    0.7857576413  -12.0000576707
1.8260507299    0.8482300165   -0.0313004343    0.0701269740   -0.0439968043   -9.7275150851    0.8774699673  -11.9937924081
1.8260507299    0.9896016859   -0.0199716586    0.0852087291    0.0052281610   -9.7279869039    0.9366787655  -11.9943201004
1.8260507299    1.1309733553   -0.0090733753    0.0635791285    0.0170146918   -9.7283620553    0.9724596219  -11.9983474916
1.8260507299    1.2723450247   -0.0026015374    0.0287441471    0.0078197269   -9.7284788116    0.9913529710  -11.9998417752
1.8260507299    1.4137166941   -0.0003095488    0.0065383977    0.0011349063   -9.7284900270    0.9987369852  -11.9999975900
1.8456856840    0.1413716694    1.7672975056   -8.5052268190   -3.7819132559   -0.5949814016    0.6369290031   72.9552678970
1.8456856840    0.2827433388    0.0967913144  -10.9956595242  -11.3147232701   -9.4539993723    0.0244613009  -12.2836715123
1.8456856840    0.4241150082   -0.0476477192   -0.0587351878   -0.3069398338   -9.8067871127    0.4219921107  -12.0545486003
1.8456856840    0.5654866776   -0.0473552750    0.0336129819   -0.1492385383   -9.8094732302    0.6458515283  -12.0104986320
1.8456856840    0.7068583471   -0.0410431861    0.0533720233   -0.0898891331   -9.8105481915    0.7858149567  -11.9980159040
1.8456856840    0.8482300165   -0.0319691986    0.0769276676   -0.0335287779   -9.8111367854    0.8775126061  -11.9922325774
1.8456856840    0.9896016859   -0.0198002488    0.0890929785    0.0133368132   -9.8116572036    0.9366658428  -11.9940501298
1.8456856840    1.1309733553   -0.0087225410    0.0627955561    0.0196290100   -9.8120561486    0.9724429884  -11.9984411792
1.8456856840    1.2723450247   -0.0024456123    0.0273264451    0.0081653258   -9.8121689682    0.9913505302  -11.9998594971
1.8456856840    1.4137166941   -0.0002871735    0.0060840080    0.0011428845   -9.8121790856    0.9987369410  -11.9999979246
1.8653206381    0.1413716694    1.7672929956   -8.5052433793   -3.7821334114   -0.5949995540    0.6369221853   72.9527010282
1.8653206381    0.2827433388    0.0930034881  -11.1809241405  -11.5046081567   -9.5350410675    0.0239469870  -12.2897105895
1.8653206381    0.4241150082   -0.0501394522   -0.0523003962   -0.2971757275   -9.8907329423    0.4219480138  -12.0499332847
1.8653206381    0.5654866776   -0.0492005285    0.0371947638   -0.1422696460   -9.8932257169    0.6458895054  -12.0076827514
1.8653206381    0.7068583471   -0.0423701051    0.0577480096   -0.0821278319   -9.8942170760    0.7858719991  -11.9959182717
1.8653206381    0.8482300165   -0.0324518526    0.0840160623   -0.0224106063   -9.8947872145    0.8775462549  -11.9907550264
1.8653206381    0.9896016859   -0.0194838830    0.0922392249    0.0209667147   -9.8953705463    0.9366411079  -11.9939256018
1.8653206381    1.1309733553   -0.0083262046    0.0614989898    0.0217801975   -9.8957889041    0.9724245112  -11.9985564585
1.8653206381    1.2723450247   -0.0022842295    0.0258011031    0.0083826178   -9.8958963611    0.9913481368  -11.9998770588
1.8653206381    1.4137166941   -0.0002647708    0.0056259549    0.0011380406   -9.8959053749    0.9987368999  -11.9999982357
1.8849555922    0.1413716694    1.7672888476   -8.5052586112   -3.7823358849   -0.5950162492    0.6369159148   72.9503402538
1.8849555922    0.2827433388    0.0892437306  -11.3684105003  -11.6964539157   -9.6161367201    0.0234387295  -12.2952225652
1.8849555922    0.4241150082   -0.0525498768   -0.0457947411   -0.2871641539   -9.9746803661    0.4219102684  -12.0452846081
1.8849555922    0.5654866776   -0.0509560031    0.0408711162   -0.1350303580   -9.9769846165    0.6459293610  -12.0048674519
1.8849555922    0.7068583471   -0.0435717419    0.0626274787   -0.0736204513   -9.9778967990    0.7859279562  -11.9937672975
1.8849555922    0.8482300165   -0.0327383235    0.0912570752   -0.0107785227   -9.9784669926    0.8775679509  -11.9894096934
1.8849555922    0.9896016859   -0.0190324688    0.0945753597    0.0280034149   -9.9791252553    0.9366047879  -11.9939434721
1.8849555922    1.1309733553   -0.0078930553    0.0597422735    0.0234865926   -9.9795573942    0.9724048171  -11.9986869100
1.8849555922    1.2723450247   -0.0021197391    0.0241969480    0.0084869041   -9.9796583236    0.9913458412  -11.9998940072
1.8849555922    1.4137166941   -0.0002425721    0.0051694073    0.0011224356   -9.9796662567    0.9987368623  -11.9999985200
1.9045905462    0.1413716694    1.7672850328   -8.5052726208   -3.7825220902   -0.5950316037    0.6369101480   72.9481691064
1.9045905462    0.2827433388    0.0855128512  -11.5584559337  -11.8906065809   -9.6972825894    0.0229366575  -12.3002300593
1.9045905462    0.4241150082   -0.0548769221   -0.0392218134   -0.2769140422  -10.0586237596    0.4218786143  -12.0406197398
1.9045905462    0.5654866776   -0.0526181020    0.0446643272   -0.1275013714  -10.0607449790    0.6459707277  -12.0020605315
1.9045905462    0.7068583471   -0.0446358273    0.0680952117   -0.0642718005  -10.0615839683    0.7859817617  -11.9915705649
1.9045905462    0.8482300165   -0.0328211939    0.0984872540    0.0011978162  -10.0621770189    0.8775746388  -11.9882468003
1.9045905462    0.9896016859   -0.0184578042    0.0960550860    0.0343562856  -10.0629188478    0.9365576344  -11.9940942929
1.9045905462    1.1309733553   -0.0074313551    0.0575825120    0.0247741305  -10.0633583052    0.9723845055  -11.9988264780
1.9045905462    1.2723450247   -0.0019541968    0.0225400855    0.0084930466  -10.0634518277    0.9913436816  -11.9999099973
1.9045905462    1.4137166941   -0.0002207698    0.0047187210    0.0010979458  -10.0634587255    0.9987368285  -11.9999987756
1.9242255003    0.1413716694    1.7672815244   -8.5052855055   -3.7826933290   -0.5950457246    0.6369048446   72.9461724213
1.9242255003    0.2827433388    0.0818115252  -11.7513868167  -12.0874005885   -9.7784749667    0.0224408919  -12.3047549483
1.9242255003    0.4241150082   -0.0571186040   -0.0325892528   -0.2664377986  -10.1425573319    0.4218527792  -12.0359567605
1.9242255003    0.5654866776   -0.0541829483    0.0486022935   -0.1196568988  -10.1445017252    0.6460132123  -11.9992687952
1.9242255003    0.7068583471   -0.0455486859    0.0742249216   -0.0539950448  -10.1452755865    0.7860320056  -11.9893434515
1.9242255003    0.8482300165   -0.0326962186    0.1055228920    0.0133225888  -10.1459182675    0.8775633862  -11.9873130517
1.9242255003    0.9896016859   -0.0177731207    0.0966584500    0.0399601401  -10.1467480592    0.9365008606  -11.9943632694
1.9242255003    1.1309733553   -0.0069488147    0.0550787679    0.0256741997  -10.1471879891    0.9723641231  -11.9989697097
1.9242255003    1.2723450247   -0.0017893754    0.0208538045    0.0084151846  -10.1472735142    0.9913416854  -11.9999247836
1.9242255003    1.4137166941   -0.0001995213    0.0042775081    0.0010662594  -10.1472794393    0.9987367986  -11.9999990019
1.9438604544    0.1413716694    1.7672782980   -8.5052973553   -3.7828507998   -0.5950587105    0.6368999674   72.9443362339
1.9438604544    0.2827433388    0.0781403067  -11.9475135210  -12.2871537675   -9.8597102004    0.0219515454  -12.3088181542
1.9438604544    0.4241150082   -0.0592730446   -0.0259059376   -0.2557484201  -10.2264751582    0.4218324780  -12.0313136052
1.9438604544    0.5654866776   -0.0556462912    0.0527204707   -0.1114625370  -10.2282496923    0.6460563887  -11.9964977894
1.9438604544    0.7068583471   -0.0462954516    0.0810688498   -0.0427226341  -10.2289692532    0.7860768375  -11.9871117408
1.9438604544    0.8482300165   -0.0323626950    0.1121700413    0.0253832865  -10.2296915191    0.8775316294  -11.9866477870
1.9438604544    0.9896016859   -0.0169926120    0.0963907445    0.0447752063  -10.2306089050    0.9364360458  -11.9947316199
1.9438604544    1.1309733553   -0.0064525081    0.0522900995    0.0262217228  -10.2310425071    0.9723441458  -11.9991119078
1.9438604544    1.2723450247   -0.0016267812    0.0191585782    0.0082665400  -10.2311197199    0.9913398696  -11.9999382080
1.9438604544    1.4137166941   -0.0001789529    0.0038487079    0.0010288788  -10.2311247473    0.9987367723  -11.9999991996
1.9634954085    0.1413716694    1.7672753310   -8.5053082529   -3.7829956062   -0.5950706525    0.6368954823   72.9426476863
1.9634954085    0.2827433388    0.0744996415  -12.1471269182  -12.4901638858   -9.9409847143    0.0214687234  -12.3124395105
1.9634954085    0.4241150082   -0.0613384636   -0.0191783713   -0.2448558699  -10.3103712066    0.4218174122  -12.0267068804
1.9634954085    0.5654866776   -0.0570033828    0.0570644371   -0.1028724466  -10.3119836800    0.6460997883  -11.9937514966
1.9634954085    0.7068583471   -0.0468604572    0.0886470819   -0.0304178460  -10.3126633609    0.7861138791  -11.9849136206
1.9634954085    0.8482300165   -0.0318236561    0.1182354603    0.0371614964  -10.3134970591    0.8774774190  -11.9862795536
1.9634954085    0.9896016859   -0.0161309770    0.0952801036    0.0487857129  -10.3144967695    0.9363650204  -11.9951780723
1.9634954085    1.1309733553   -0.0059488215    0.0492739649    0.0264535085  -10.3149176665    0.9723249690  -11.9992492063
1.9634954085    1.2723450247   -0.0014676725    0.0174721398    0.0080592940  -10.3149865018    0.9913382430  -11.9999501871
1.9634954085    1.4137166941   -0.0001591631    0.0034346586    0.0009871274  -10.3149907137    0.9987367497  -11.9999993696
1.9831303626    0.1413716694    1.7672726025   -8.5053182747   -3.7831287640   -0.5950816342    0.6368913579   72.9410949405
1.9831303626    0.2827433388    0.0708898795  -12.3504961831  -12.6967064948  -10.0222950193    0.0209925245  -12.3156376910
1.9831303626    0.4241150082   -0.0633131406   -0.0124071073   -0.2337635658  -10.3942393605    0.4218072692  -12.0221508678
1.9831303626    0.5654866776   -0.0582488130    0.0616929909   -0.0938259135  -10.3956985007    0.6461428842  -11.9910320802
1.9831303626    0.7068583471   -0.0472277988    0.0969379512   -0.0170855634  -10.3963572596    0.7861401645  -11.9828005609
1.9831303626    0.8482300165   -0.0310858733    0.1235374553    0.0484439627  -10.3973343790    0.8773996327  -11.9862235273
1.9831303626    0.9896016859   -0.0152029988    0.0933741710    0.0519974254  -10.3984065109    0.9362897442  -11.9956803412
1.9831303626    1.1309733553   -0.0054434301    0.0460849886    0.0264068896  -10.3988090487    0.9723069042  -11.9993785840
1.9831303626    1.2723450247   -0.0013130813    0.0158096130    0.0078045227  -10.3988696572    0.9913368072  -11.9999606989
1.9831303626    1.4137166941   -0.0001402260    0.0030371666    0.0009421597  -10.3988731401    0.9987367305  -11.9999995138
2.0027653167    0.1413716694    1.7672700936   -8.5053274907   -3.7832512085   -0.5950917326    0.6368875653   72.9396670986
2.0027653167    0.2827433388    0.0673112865  -12.5578676429  -12.9070338195  -10.1036377195    0.0205230408  -12.3184301903
2.0027653167    0.4241150082   -0.0651953506   -0.0055840065   -0.2224657653  -10.4780734350    0.4218017215  -12.0176569582
2.0027653167    0.5654866776   -0.0593763018    0.0666813197   -0.0842437640  -10.4793890400    0.6461850688  -11.9883398751
2.0027653167    0.7068583471   -0.0473820498    0.1058709162   -0.0027808424  -10.4800513541    0.7861521322  -11.9808366367
2.0027653167    0.8482300165   -0.0301596721    0.1279156434    0.0590329348  -10.4812019203    0.8772981281  -11.9864800918
2.0027653167    0.9896016859   -0.0142231765    0.0907362359    0.0544344973  -10.4823325708    0.9362121900  -11.9962164584
2.0027653167    1.1309733553   -0.0049413000    0.0427740655    0.0261186412  -10.4827120315    0.9722901806  -11.9994978292
2.0027653167    1.2723450247   -0.0011638346    0.0141836797    0.0075121770  -10.4827647416    0.9913355580  -11.9999697698
2.0027653167    1.4137166941   -0.0001221948    0.0026575724    0.0008949726  -10.4827675822    0.9987367144  -11.9999996342
2.0224002707    0.1413716694    1.7672677864   -8.5053359658   -3.7833638004   -0.5951010186    0.6368840778   72.9383541291
2.0224002707    0.2827433388    0.0637640554  -12.7694644363  -13.1213744546  -10.1850095124    0.0200603584  -12.3208333440
2.0224002707    0.4241150082   -0.0669832841    0.0013091308   -0.2109463612  -10.5618671902    0.4218004258  -12.0132336349
2.0224002707    0.5654866776   -0.0603784485    0.0721233190   -0.0740255807  -10.5630503342    0.6462256182  -11.9856739265
2.0224002707    0.7068583471   -0.0473090808    0.1153230991    0.0123860129  -10.5637471010    0.7861456919  -11.9790960299
2.0224002707    0.8482300165   -0.0290585820    0.1312388455    0.0687549549  -10.5650968899    0.8771738120  -11.9870347296
2.0224002707    0.9896016859   -0.0132054198    0.0874411920    0.0561359788  -10.5662690786    0.9361342414  -11.9967658735
2.0224002707    1.1309733553   -0.0044467062    0.0393877607    0.0256241543  -10.5666218035    0.9722749507  -11.9996054697
2.0224002707    1.2723450247   -0.0010205766    0.0126047712    0.0071910965  -10.5666670820    0.9913344873  -11.9999774628
2.0224002707    1.4137166941   -0.0001051044    0.0022968133    0.0008464182  -10.5666693651    0.9987367011  -11.9999997330
2.0420352248    0.1413716694    1.7672656649   -8.5053437592   -3.7834673318   -0.5951095576    0.6368808708   72.9371467988
2.0420352248    0.2827433388    0.0602483160  -12.9854867679  -13.3399336554  -10.2664071852    0.0196045575  -12.3228623764
2.0420352248    0.4241150082   -0.0686749637    0.0083003769   -0.1991792375  -10.6456143391    0.4218030212  -12.0088869867
2.0420352248    0.5654866776   -0.0612464591    0.0781318045   -0.0630490213  -10.6466776724    0.6462636421  -11.9830333936
2.0420352248    0.7068583471   -0.0469969222    0.1251202597    0.0282487694  -10.6474468748    0.7861163814  -11.9776586976
2.0420352248    0.8482300165   -0.0277988540    0.1334105822    0.0774674862  -10.6490151684    0.8770286192  -11.9878591923
2.0420352248    0.9896016859   -0.0121628069    0.0835716129    0.0571522747  -10.6502099422    0.9360576115  -11.9973102759
2.0420352248    1.1309733553   -0.0039632658    0.0359679620    0.0249568377  -10.6505333738    0.9722612987  -11.9997006828
2.0420352248    1.2723450247   -0.0008837896    0.0110812728    0.0068490501  -10.6505717881    0.9913335835  -11.9999838674
2.0420352248    1.4137166941   -0.0000889744    0.0019554802    0.0007972174  -10.6505735947    0.9987366904  -11.9999998125
2.0616701789    0.1413716694    1.7672637140   -8.5053509259   -3.7835625319   -0.5951174096    0.6368779219   72.9360366102
2.0616701789    0.2827433388    0.0567641443  -13.2061125719  -13.5628940330  -10.3478276059    0.0191557132  -12.3245314688
2.0616701789    0.4241150082   -0.0702681691    0.0154261103   -0.1871299703  -10.7293085527    0.4218091280  -12.0046216114
2.0616701789    0.5654866776   -0.0619698866    0.0848353402   -0.0511725841  -10.7302667331    0.6462980136  -11.9804200348
2.0616701789    0.7068583471   -0.0464365994    0.1350424170    0.0445893339  -10.7311536886    0.7860596203  -11.9766044841
2.0616701789    0.8482300165   -0.0263988844    0.1343719488    0.0850630672  -10.7329513160    0.8768654033  -11.9889137610
2.0616701789    0.9896016859   -0.0111074085    0.0792141558    0.0575417760  -10.7341489222    0.9359837842  -11.9978341338
2.0616701789    1.1309733553   -0.0034939799    0.0325517389    0.0241477117  -10.7344415761    0.9722492498  -11.9997831941
2.0616701789    1.2723450247   -0.0007538147    0.0096197324    0.0064927926  -10.7344737595    0.9913328333  -11.9999890904
2.0616701789    1.4137166941   -0.0000738113    0.0016338700    0.0007479730  -10.7344751650    0.9987366819  -11.9999998751
2.0813051330    0.1413716694    1.7672619201   -8.5053575162   -3.7836500714   -0.5951246299    0.6368752103   72.9350157438
2.0813051330    0.2827433388    0.0533115697  -13.4314984242  -13.7904164959  -10.4292677115    0.0187138950  -12.3258538383
2.0813051330    0.4241150082   -0.0717603807    0.0227285339   -0.1747583802  -10.8129434616    0.4218183450  -12.0004416978
2.0813051330    0.5654866776   -0.0625364333    0.0923707880   -0.0382427944  -10.8138137595    0.6463272782  -11.9778417684
2.0813051330    0.7068583471   -0.0456228659    0.1448337227    0.0611463170  -10.8148707756    0.7859710457  -11.9760062434
2.0813051330    0.8482300165   -0.0248785913    0.1341019356    0.0914709660  -10.8168986687    0.8766877554  -11.9901502810
2.0813051330    0.9896016859   -0.0100501697    0.0744564313    0.0573678164  -10.8180796863    0.9359139793  -11.9983249666
2.0813051330    1.1309733553   -0.0030412817    0.0291713642    0.0232251618  -10.8183410697    0.9722387812  -11.9998531741
2.0813051330    1.2723450247   -0.0006308707    0.0082250668    0.0061281346  -10.8183676904    0.9913322220  -11.9999932486
2.0813051330    1.4137166941   -0.0000596110    0.0013320330    0.0006991827  -10.8183687643    0.9987366754  -11.9999999230
2.1009400871    0.1413716694    1.7672602705   -8.5053635766   -3.7837305677   -0.5951312694    0.6368727167   72.9340770045
